date,HLCH4,HFCH4,HSFC,HSFS,HSWD,PSCH4,YJCH4,OT
2021/5/1 8:00,0.439,0.446,1.983,2.445,14.094,0.413,0.489,0.553
2021/5/1 9:00,0.398,0.451,2.033,2.457,14.101,0.383,0.463,0.511
2021/5/1 10:00,0.363,0.313,1.955,2.446,14.189,0.265,0.431,0.369
2021/5/1 11:00,0.397,0.314,2.044,2.434,14.2,0.269,0.446,0.367
2021/5/1 12:00,0.404,0.339,1.997,2.409,14.168,0.295,0.479,0.398
2021/5/1 13:00,0.401,0.356,1.992,2.405,14.095,0.303,0.492,0.412
2021/5/1 14:00,0.367,0.339,2.005,2.418,14.005,0.298,0.457,0.416
2021/5/1 15:00,0.467,0.493,2.012,2.412,13.922,0.458,0.506,0.558
2021/5/1 16:00,0.522,0.559,2.13,2.415,13.899,0.501,0.536,0.622
2021/5/1 17:00,0.467,0.4,1.99,2.407,13.911,0.345,0.504,0.446
2021/5/1 18:00,0.439,0.342,1.961,2.418,13.913,0.297,0.499,0.416
2021/5/1 19:00,0.433,0.346,1.969,2.423,13.899,0.305,0.487,0.406
2021/5/1 20:00,0.467,0.463,1.812,2.424,13.956,0.42,0.506,0.526
2021/5/1 21:00,0.45,0.562,2.186,2.428,13.999,0.531,0.497,0.622
2021/5/1 22:00,0.457,0.582,1.816,2.439,14,0.547,0.48,0.643
2021/5/1 23:00,0.486,0.556,1.908,2.441,14.022,0.489,0.496,0.555
2021/5/2 0:00,0.441,0.4,1.836,2.448,14.097,0.352,0.465,0.43
2021/5/2 1:00,0.42,0.436,1.846,2.44,14.1,0.407,0.464,0.497
2021/5/2 2:00,0.446,0.446,2.079,2.445,14.147,0.397,0.488,0.485
2021/5/2 3:00,0.459,0.468,2.06,2.452,14.219,0.421,0.487,0.498
2021/5/2 4:00,0.491,0.492,1.853,2.446,14.296,0.463,0.51,0.551
2021/5/2 5:00,0.532,0.549,2.054,2.443,14.3,0.499,0.537,0.605
2021/5/2 6:00,0.503,0.449,2.016,2.451,14.3,0.411,0.521,0.53
2021/5/2 7:00,0.469,0.513,2.088,2.452,14.301,0.475,0.525,0.572
2021/5/2 8:00,0.473,0.558,1.892,2.451,14.3,0.512,0.55,0.63
2021/5/2 9:00,0.507,0.451,1.841,2.45,14.324,0.399,0.53,0.503
2021/5/2 10:00,0.433,0.358,2.147,2.441,14.398,0.314,0.483,0.404
2021/5/2 11:00,0.405,0.341,1.831,2.419,14.394,0.298,0.468,0.377
2021/5/2 12:00,0.368,0.327,1.74,2.446,14.309,0.283,0.465,0.367
2021/5/2 13:00,0.382,0.331,1.881,2.447,14.256,0.29,0.455,0.374
2021/5/2 14:00,0.37,0.334,2.179,2.437,14.141,0.284,0.444,0.365
2021/5/2 15:00,0.384,0.415,2.042,2.437,14.1,0.38,0.46,0.479
2021/5/2 16:00,0.455,0.518,1.996,2.432,14.064,0.488,0.513,0.605
2021/5/2 17:00,0.512,0.562,2.098,2.435,14.045,0.502,0.544,0.604
2021/5/2 18:00,0.513,0.465,1.791,2.436,14.095,0.422,0.555,0.544
2021/5/2 19:00,0.475,0.483,1.877,2.431,14.123,0.434,0.548,0.545
2021/5/2 20:00,0.512,0.458,1.977,2.434,14.2,0.424,0.609,0.593
2021/5/2 21:00,0.54,0.542,2.043,2.432,14.2,0.498,0.597,0.647
2021/5/2 22:00,0.559,0.53,2.035,2.438,14.253,0.495,0.603,0.59
2021/5/2 23:00,0.57,0.563,1.86,2.425,14.296,0.518,0.588,0.64
2021/5/3 0:00,0.577,0.608,2.042,2.429,14.293,0.559,0.584,0.658
2021/5/3 1:00,0.565,0.497,1.868,2.452,14.301,0.449,0.577,0.656
2021/5/3 2:00,0.578,0.475,1.845,2.429,14.342,0.443,0.568,0.631
2021/5/3 3:00,0.555,0.513,1.853,2.44,14.399,0.458,0.564,0.546
2021/5/3 4:00,0.587,0.461,1.987,2.419,14.371,0.435,0.584,0.558
2021/5/3 5:00,0.622,0.584,2.161,2.429,14.393,0.543,0.641,0.632
2021/5/3 6:00,0.57,0.574,1.764,2.424,14.423,0.52,0.611,0.618
2021/5/3 7:00,0.568,0.533,1.887,2.419,14.494,0.494,0.579,0.603
2021/5/3 8:00,0.548,0.584,2.117,2.426,14.5,0.545,0.577,0.649
2021/5/3 9:00,0.556,0.534,1.869,2.418,14.497,0.476,0.597,0.602
2021/5/3 10:00,0.499,0.439,1.994,2.437,14.5,0.354,0.508,0.491
2021/5/3 11:00,0.46,0.366,1.903,2.425,14.5,0.312,0.485,0.461
2021/5/3 12:00,0.453,0.356,2.381,2.425,14.427,0.3,0.481,0.401
2021/5/3 13:00,0.44,0.351,1.824,2.404,14.389,0.292,0.507,0.392
2021/5/3 14:00,0.425,0.375,1.893,2.406,14.314,0.338,0.551,0.444
2021/5/3 15:00,0.479,0.509,1.999,2.396,14.3,0.506,0.47,0.592
2021/5/3 16:00,0.542,0.509,1.829,2.407,14.3,0.51,0.55,0.601
2021/5/3 17:00,0.572,0.58,1.853,2.398,14.352,0.597,0.594,0.685
2021/5/3 18:00,0.527,0.496,1.992,2.391,14.416,0.472,0.546,0.578
2021/5/3 19:00,0.533,0.468,1.86,2.415,14.497,0.458,0.555,0.556
2021/5/3 20:00,0.502,0.47,2.015,2.403,14.513,0.457,0.543,0.554
2021/5/3 21:00,0.536,0.511,2.21,2.424,14.594,0.504,0.565,0.613
2021/5/3 22:00,0.553,0.514,1.964,2.405,14.599,0.526,0.579,0.619
2021/5/3 23:00,0.561,0.507,2.124,2.423,14.6,0.495,0.569,0.595
2021/5/4 0:00,0.586,0.495,1.835,2.426,14.608,0.491,0.583,0.602
2021/5/4 1:00,0.577,0.472,1.851,2.425,14.692,0.455,0.577,0.599
2021/5/4 2:00,0.599,0.482,1.833,2.427,14.7,0.462,0.623,0.582
2021/5/4 3:00,0.658,0.5,1.912,2.423,14.7,0.515,0.64,0.661
2021/5/4 4:00,0.686,0.58,1.745,2.427,14.709,0.591,0.614,0.719
2021/5/4 5:00,0.656,0.492,1.856,2.422,14.784,0.48,0.613,0.627
2021/5/4 6:00,0.623,0.485,1.832,2.438,14.807,0.465,0.597,0.594
2021/5/4 7:00,0.675,0.48,1.739,2.427,14.816,0.476,0.638,0.581
2021/5/4 8:00,0.659,0.566,1.937,2.419,14.798,0.584,0.637,0.658
2021/5/4 9:00,0.671,0.469,2.152,2.427,14.798,0.441,0.644,0.558
2021/5/4 10:00,0.614,0.4,1.859,2.425,14.856,0.356,0.597,0.513
2021/5/4 11:00,0.585,0.383,1.957,2.427,14.874,0.338,0.609,0.494
2021/5/4 12:00,0.563,0.387,1.816,2.426,14.866,0.341,0.648,0.468
2021/5/4 13:00,0.536,0.366,1.923,2.427,14.891,0.314,0.581,0.43
2021/5/4 14:00,0.522,0.361,2.07,2.42,14.727,0.31,0.557,0.425
2021/5/4 15:00,0.524,0.403,1.886,2.434,14.6,0.368,0.54,0.477
2021/5/4 16:00,0.578,0.445,1.822,2.425,14.516,0.439,0.574,0.549
2021/5/4 17:00,0.625,0.54,1.802,2.404,14.482,0.539,0.593,0.642
2021/5/4 18:00,0.555,0.426,2.095,2.422,14.493,0.388,0.566,0.509
2021/5/4 19:00,0.548,0.398,1.845,2.424,14.497,0.36,0.567,0.495
2021/5/4 20:00,0.542,0.467,1.679,2.419,14.492,0.458,0.599,0.573
2021/5/4 21:00,0.584,0.446,1.92,2.427,14.5,0.43,0.632,0.546
2021/5/4 22:00,0.612,0.536,1.833,2.432,14.5,0.543,0.583,0.651
2021/5/4 23:00,0.597,0.453,2.021,2.427,14.5,0.432,0.584,0.592
2021/5/5 0:00,0.544,0.433,1.948,2.445,14.502,0.406,0.56,0.547
2021/5/5 1:00,0.547,0.427,2.02,2.448,14.504,0.4,0.601,0.51
2021/5/5 2:00,0.585,0.46,1.923,2.439,14.502,0.457,0.657,0.58
2021/5/5 3:00,0.633,0.576,1.861,2.431,14.5,0.596,0.693,0.687
2021/5/5 4:00,0.647,0.507,1.854,2.442,14.512,0.508,0.655,0.584
2021/5/5 5:00,0.618,0.495,2.175,2.432,14.591,0.483,0.645,0.596
2021/5/5 6:00,0.681,0.563,2.072,2.429,14.548,0.597,0.661,0.665
2021/5/5 7:00,0.65,0.536,2.097,2.428,14.539,0.525,0.626,0.629
2021/5/5 8:00,0.618,0.47,1.983,2.422,14.512,0.465,0.602,0.584
2021/5/5 9:00,0.576,0.457,1.792,2.426,14.565,0.422,0.582,0.521
2021/5/5 10:00,0.531,0.395,2.321,2.428,14.642,0.353,0.562,0.463
2021/5/5 11:00,0.525,0.383,2.046,2.412,14.621,0.338,0.578,0.442
2021/5/5 12:00,0.489,0.388,2.085,2.397,14.546,0.343,0.602,0.449
2021/5/5 13:00,0.504,0.382,2.09,2.393,14.442,0.333,0.55,0.442
2021/5/5 14:00,0.488,0.37,2.012,2.402,14.311,0.321,0.538,0.429
2021/5/5 15:00,0.486,0.37,2.025,2.417,14.197,0.317,0.515,0.448
2021/5/5 16:00,0.489,0.371,2.173,2.396,14.096,0.318,0.51,0.454
2021/5/5 17:00,0.485,0.377,2.025,2.404,14.004,0.332,0.512,0.479
2021/5/5 18:00,0.415,0.436,2.041,2.413,13.937,0.404,0.559,0.566
2021/5/5 19:00,0.528,0.436,1.776,2.411,13.93,0.421,0.597,0.559
2021/5/5 20:00,0.614,0.549,1.86,2.399,13.942,0.565,0.662,0.655
2021/5/5 21:00,0.618,0.515,1.906,2.414,13.995,0.499,0.584,0.559
