date,HLCH4,HFCH4,HSFC,HSFS,HSWD,PSCH4,YJCH4,OT
2021/8/4 23:00,0.373,0.366,1.827,1.311,17.744,0.374,0.455,0.444
2021/8/5 0:00,0.31,0.28,1.857,1.318,17.843,0.284,0.408,0.357
2021/8/5 1:00,0.289,0.245,1.636,1.331,17.822,0.252,0.365,0.338
2021/8/5 2:00,0.294,0.241,1.875,1.329,17.8,0.25,0.369,0.362
2021/8/5 3:00,0.431,0.406,1.55,1.307,17.774,0.419,0.43,0.534
2021/8/5 4:00,0.468,0.47,1.827,1.294,17.7,0.494,0.476,0.609
2021/8/5 5:00,0.455,0.51,1.69,1.293,17.694,0.51,0.484,0.573
2021/8/5 6:00,0.41,0.397,1.703,1.301,17.7,0.409,0.452,0.486
2021/8/5 7:00,0.437,0.481,1.931,1.287,17.695,0.493,0.465,0.599
2021/8/5 8:00,0.472,0.464,1.518,1.292,17.624,0.467,0.488,0.563
2021/8/5 9:00,0.385,0.338,1.771,1.315,17.7,0.342,0.431,0.471
2021/8/5 10:00,0.365,0.29,1.779,1.332,17.769,0.295,0.375,0.46
2021/8/5 11:00,0.353,0.252,1.878,1.313,17.806,0.258,0.369,0.438
2021/8/5 12:00,0.338,0.243,1.64,1.315,17.8,0.248,0.382,0.444
2021/8/5 13:00,0.378,0.243,2.025,1.303,17.759,0.247,0.402,0.375
2021/8/5 14:00,0.381,0.241,1.817,1.289,17.69,0.244,0.388,0.33
2021/8/5 15:00,0.382,0.341,1.851,1.308,17.636,0.358,0.37,0.503
2021/8/5 16:00,0.428,0.388,1.606,1.303,17.6,0.396,0.417,0.495
2021/8/5 17:00,0.435,0.453,1.844,1.279,17.6,0.459,0.487,0.569
2021/8/5 18:00,0.512,0.437,1.908,1.29,17.53,0.446,0.568,0.551
2021/8/5 19:00,0.566,0.555,1.791,1.291,17.5,0.565,0.615,0.611
2021/8/5 20:00,0.526,0.458,1.828,1.286,17.539,0.475,0.592,0.559
2021/8/5 21:00,0.485,0.443,1.507,1.292,17.6,0.445,0.566,0.544
2021/8/5 22:00,0.537,0.538,1.553,1.291,17.611,0.56,0.581,0.616
2021/8/5 23:00,0.536,0.501,1.854,1.294,17.692,0.507,0.592,0.6
2021/8/6 0:00,0.476,0.435,1.647,1.313,17.748,0.448,0.524,0.575
2021/8/6 1:00,0.463,0.431,1.881,1.317,17.788,0.448,0.531,0.578
2021/8/6 2:00,0.454,0.497,1.538,1.308,17.7,0.515,0.522,0.617
2021/8/6 3:00,0.515,0.578,1.713,1.292,17.7,0.585,0.583,0.658
2021/8/6 4:00,0.506,0.48,1.472,1.301,17.7,0.499,0.573,0.576
2021/8/6 5:00,0.545,0.588,1.557,1.302,17.7,0.604,0.647,0.612
2021/8/6 6:00,0.622,0.617,1.769,1.297,17.644,0.637,0.472,0.662
2021/8/6 7:00,0.542,0.645,1.609,1.283,17.63,0.656,0.525,0.67
2021/8/6 8:00,0.528,0.53,1.643,1.291,17.7,0.549,0.634,0.659
2021/8/6 9:00,0.596,0.546,1.597,1.291,17.716,0.547,0.656,0.619
2021/8/6 10:00,0.548,0.396,1.928,1.309,17.8,0.407,0.62,0.507
2021/8/6 11:00,0.496,0.38,1.931,1.304,17.8,0.392,0.597,0.503
2021/8/6 12:00,0.481,0.364,1.884,1.295,17.767,0.375,0.611,0.491
2021/8/6 13:00,0.473,0.345,1.948,1.32,17.701,0.353,0.577,0.478
2021/8/6 14:00,0.45,0.324,2.038,1.32,17.63,0.332,0.467,0.481
2021/8/6 15:00,0.536,0.4,1.818,1.322,17.602,0.428,0.535,0.576
2021/8/6 16:00,0.582,0.659,1.923,1.295,17.537,0.673,0.64,0.638
2021/8/6 17:00,0.55,0.538,1.988,1.29,17.501,0.553,0.599,0.627
2021/8/6 18:00,0.589,0.595,2.13,1.299,17.501,0.607,0.629,0.67
2021/8/6 19:00,0.606,0.613,1.929,1.301,17.5,0.629,0.681,0.659
2021/8/6 20:00,0.614,0.609,1.815,1.298,17.502,0.626,0.701,0.572
2021/8/6 21:00,0.614,0.626,1.725,1.313,17.587,0.641,0.649,0.619
2021/8/6 22:00,0.637,0.56,2.037,1.31,17.59,0.582,0.671,0.6
2021/8/6 23:00,0.588,0.661,2,1.32,17.606,0.677,0.614,0.679
2021/8/7 0:00,0.634,0.497,1.715,1.312,17.695,0.509,0.599,0.623
2021/8/7 1:00,0.668,0.546,1.765,1.322,17.718,0.568,0.596,0.658
2021/8/7 2:00,0.687,0.597,2.137,1.323,17.8,0.62,0.649,0.587
2021/8/7 3:00,0.631,0.624,2.07,1.321,17.795,0.643,0.583,0.587
2021/8/7 4:00,0.51,0.659,1.946,1.313,17.721,0.682,0.506,0.619
2021/8/7 5:00,0.567,0.601,1.811,1.32,17.7,0.621,0.623,0.659
2021/8/7 6:00,0.44,0.641,1.774,1.312,17.691,0.658,0.509,0.665
2021/8/7 7:00,0.447,0.568,1.742,1.319,17.703,0.584,0.513,0.683
2021/8/7 8:00,0.696,0.601,1.877,1.33,17.789,0.63,0.66,0.631
2021/8/7 9:00,0.624,0.657,1.871,1.33,17.795,0.672,0.633,0.657
2021/8/7 10:00,0.549,0.488,1.905,1.341,17.787,0.503,0.629,0.613
2021/8/7 11:00,0.564,0.449,1.783,1.339,17.8,0.465,0.659,0.574
2021/8/7 12:00,0.576,0.415,2.58,1.322,17.775,0.429,0.646,0.521
2021/8/7 13:00,0.572,0.395,1.777,1.34,17.906,0.41,0.639,0.498
2021/8/7 14:00,0.574,0.385,1.76,1.327,17.923,0.401,0.621,0.506
2021/8/7 15:00,0.566,0.406,1.706,1.323,17.725,0.425,0.614,0.533
2021/8/7 16:00,0.475,0.507,1.863,1.308,17.716,0.528,0.656,0.616
2021/8/7 17:00,0.6,0.554,1.782,1.328,17.761,0.579,0.711,0.63
2021/8/7 18:00,0.633,0.639,1.626,1.327,17.761,0.66,0.714,0.661
2021/8/7 19:00,0.67,0.524,1.874,1.313,17.649,0.535,0.719,0.623
2021/8/7 20:00,0.667,0.459,1.683,1.315,17.53,0.474,0.659,0.568
2021/8/7 21:00,0.458,0.512,1.78,1.311,17.501,0.54,0.564,0.622
2021/8/7 22:00,0.406,0.513,1.702,1.329,17.6,0.523,0.617,0.534
2021/8/7 23:00,0.494,0.618,1.66,1.331,17.7,0.65,0.673,0.668
2021/8/8 0:00,0.509,0.633,1.647,1.322,17.618,0.652,0.633,0.632
2021/8/8 1:00,0.551,0.618,1.755,1.317,17.51,0.641,0.631,0.603
2021/8/8 2:00,0.458,0.606,1.96,1.315,17.518,0.621,0.663,0.599
2021/8/8 3:00,0.471,0.55,1.711,1.321,17.663,0.573,0.616,0.555
2021/8/8 4:00,0.541,0.629,1.724,1.335,17.747,0.65,0.627,0.596
2021/8/8 5:00,0.595,0.651,1.941,1.322,17.714,0.679,0.655,0.63
2021/8/8 6:00,0.512,0.629,1.824,1.32,17.629,0.65,0.603,0.595
2021/8/8 7:00,0.466,0.595,1.736,1.325,17.611,0.608,0.581,0.689
2021/8/8 8:00,0.496,0.633,1.828,1.328,17.699,0.663,0.622,0.638
2021/8/8 9:00,0.49,0.654,1.596,1.345,17.7,0.667,0.611,0.672
2021/8/8 10:00,0.41,0.501,1.871,1.35,17.724,0.517,0.628,0.662
2021/8/8 11:00,0.407,0.462,1.561,1.329,17.789,0.479,0.642,0.662
2021/8/8 12:00,0.391,0.442,1.549,1.339,17.722,0.459,0.611,0.643
2021/8/8 13:00,0.395,0.429,1.914,1.326,17.7,0.444,0.58,0.611
2021/8/8 14:00,0.41,0.457,1.832,1.326,17.7,0.486,0.618,0.605
2021/8/8 15:00,0.466,0.593,1.992,1.315,17.625,0.612,0.585,0.565
2021/8/8 16:00,0.386,0.596,1.709,1.331,17.607,0.604,0.566,0.637
2021/8/8 17:00,0.503,0.554,1.768,1.354,17.702,0.584,0.707,0.655
2021/8/8 18:00,0.536,0.675,1.573,1.335,17.77,0.699,0.626,0.65
2021/8/8 19:00,0.534,0.647,1.804,1.313,17.676,0.662,0.61,0.666
2021/8/8 20:00,0.484,0.556,1.823,1.308,17.702,0.583,0.637,0.672
2021/8/8 21:00,0.55,0.661,1.856,1.321,17.795,0.692,0.659,0.669
2021/8/8 22:00,0.427,0.648,1.745,1.34,17.709,0.672,0.618,0.676
2021/8/8 23:00,0.482,0.596,1.745,1.336,17.7,0.608,0.694,0.621
2021/8/9 0:00,0.455,0.514,1.639,1.348,17.799,0.542,0.694,0.606
2021/8/9 1:00,0.541,0.635,1.763,1.344,17.899,0.664,0.703,0.547
2021/8/9 2:00,0.642,0.699,1.583,1.344,17.843,0.725,0.663,0.593
2021/8/9 3:00,0.516,0.683,1.816,1.337,17.772,0.709,0.616,0.597
2021/8/9 4:00,0.488,0.679,1.838,1.331,17.701,0.7,0.627,0.638
2021/8/9 5:00,0.558,0.682,1.803,1.33,17.7,0.678,0.655,0.602
2021/8/9 6:00,0.585,0.666,1.629,1.334,17.702,0.589,0.603,0.582
2021/8/9 7:00,0.59,0.687,1.878,1.329,17.774,0.616,0.581,0.612
2021/8/9 8:00,0.644,0.691,1.778,1.334,17.73,0.619,0.622,0.629
2021/8/9 9:00,0.628,0.663,1.658,1.344,17.649,0.673,0.611,0.634
2021/8/9 10:00,0.559,0.527,1.627,1.347,17.691,0.545,0.671,0.646
2021/8/9 11:00,0.508,0.509,2.002,1.347,17.7,0.546,0.585,0.625
2021/8/9 12:00,0.495,0.477,1.962,1.342,17.667,0.503,0.627,0.576
2021/8/9 13:00,0.489,0.465,1.57,1.32,17.6,0.489,0.65,0.568
2021/8/9 14:00,0.478,0.461,1.714,1.294,17.587,0.488,0.621,0.618
2021/8/9 15:00,0.494,0.565,1.87,1.281,17.537,0.596,0.565,0.499
2021/8/9 16:00,0.454,0.576,1.554,1.259,17.5,0.61,0.53,0.494
2021/8/9 17:00,0.546,0.629,1.72,1.269,0.953,0.656,0.582,0.606
2021/8/9 18:00,0.557,0.652,1.753,1.27,-0.2,0.677,0.578,0.624
2021/8/9 19:00,0.549,0.658,1.704,1.281,-0.2,0.691,0.531,0.641
2021/8/9 20:00,0.441,0.591,2.079,1.282,-0.2,0.612,0.552,0.551
2021/8/9 21:00,0.367,0.615,1.91,1.284,-0.2,0.647,0.512,0.552
2021/8/9 22:00,0.458,0.623,1.977,1.289,-0.2,0.659,0.606,0.557
2021/8/9 23:00,0.492,0.656,1.64,1.283,-0.2,0.686,0.648,0.571
2021/8/10 0:00,0.494,0.632,1.896,1.276,-0.2,0.657,0.625,0.591
2021/8/10 1:00,0.477,0.616,1.834,1.293,-0.2,0.647,0.582,0.572
2021/8/10 2:00,0.525,0.617,1.617,1.286,-0.2,0.647,0.682,0.555
2021/8/10 3:00,0.559,0.64,1.822,1.296,-0.2,0.67,0.717,0.553
2021/8/10 4:00,0.597,0.659,1.543,1.282,-0.2,0.695,0.698,0.566
2021/8/10 5:00,0.499,0.639,1.962,1.284,-0.2,0.665,0.656,0.57
2021/8/10 6:00,0.455,0.576,1.667,1.288,-0.2,0.606,0.635,0.583
2021/8/10 7:00,0.599,0.614,1.607,1.298,-0.2,0.646,0.599,0.574
2021/8/10 8:00,0.601,0.618,1.817,1.291,-0.2,0.648,0.628,0.654
2021/8/10 9:00,0.617,0.625,1.991,1.338,-0.196,0.656,0.622,0.654
2021/8/10 10:00,0.497,0.516,1.725,1.323,-0.168,0.536,0.64,0.68
2021/8/10 11:00,0.471,0.465,1.854,1.319,-0.166,0.492,0.543,0.575
2021/8/10 12:00,0.512,0.443,1.451,1.32,-0.132,0.471,0.561,0.542
2021/8/10 13:00,0.492,0.427,1.715,1.308,-0.1,0.458,0.546,0.511
2021/8/10 14:00,0.481,0.412,1.894,1.309,-0.172,0.439,0.554,0.498
2021/8/10 15:00,0.533,0.562,1.708,1.296,-0.2,0.595,0.611,0.628
2021/8/10 16:00,0.672,0.679,1.442,1.311,-0.2,0.707,0.601,0.655
2021/8/10 17:00,0.596,0.622,1.779,1.313,-0.2,0.65,0.654,0.621
2021/8/10 18:00,0.647,0.636,1.854,1.313,-0.2,0.661,0.553,0.574
2021/8/10 19:00,0.622,0.624,1.574,1.316,-0.2,0.653,0.628,0.599
2021/8/10 20:00,0.613,0.647,1.659,1.307,-0.2,0.673,0.562,0.611
2021/8/10 21:00,0.556,0.649,1.56,1.313,-0.2,0.679,0.646,0.653
2021/8/10 22:00,0.549,0.563,1.666,1.31,-0.2,0.587,0.723,0.557
2021/8/10 23:00,0.567,0.572,1.811,1.312,-0.2,0.604,0.712,0.598
2021/8/11 0:00,0.549,0.545,1.79,1.317,-0.2,0.573,0.692,0.614
2021/8/11 1:00,0.461,0.528,1.806,1.329,-0.2,0.555,0.657,0.617
2021/8/11 2:00,0.582,0.611,1.675,1.318,-0.2,0.644,0.604,0.636
2021/8/11 3:00,0.498,0.585,1.58,1.307,-0.2,0.613,0.565,0.671
2021/8/11 4:00,0.546,0.623,1.897,1.302,-0.2,0.658,0.716,0.636
2021/8/11 5:00,0.523,0.608,1.87,1.319,-0.2,0.63,0.664,0.604
2021/8/11 6:00,0.556,0.605,1.82,1.328,-0.2,0.64,0.649,0.667
2021/8/11 7:00,0.533,0.617,1.932,1.314,-0.2,0.638,0.625,0.648
2021/8/11 8:00,0.612,0.59,1.734,1.309,-0.2,0.619,0.692,0.681
2021/8/11 9:00,0.593,0.572,1.729,1.389,-0.198,0.605,0.71,0.685
2021/8/11 10:00,0.501,0.471,1.823,1.395,11.309,0.488,0.579,0.579
2021/8/11 11:00,0.494,0.422,1.833,1.408,11.903,0.447,0.522,0.532
2021/8/11 12:00,0.511,0.401,1.878,1.406,11.9,0.423,0.432,0.528
2021/8/11 13:00,0.497,0.389,1.784,1.379,11.899,0.411,0.613,0.511
2021/8/11 14:00,0.504,0.383,1.549,1.384,11.9,0.417,0.659,0.532
2021/8/11 15:00,0.521,0.594,1.974,1.377,11.9,0.621,0.6,0.576
2021/8/11 16:00,0.567,0.668,1.876,1.376,11.9,0.696,0.613,0.698
2021/8/11 17:00,0.558,0.594,1.866,1.368,11.9,0.616,0.755,0.67
2021/8/11 18:00,0.611,0.568,1.599,1.371,11.9,0.598,0.695,0.678
2021/8/11 19:00,0.623,0.667,1.667,1.369,11.9,0.698,0.7,0.685
2021/8/11 20:00,0.61,0.612,1.716,1.4,11.9,0.634,0.658,0.635
2021/8/11 21:00,0.728,0.493,1.593,1.38,11.9,0.517,0.718,0.584
2021/8/11 22:00,0.701,0.525,1.746,1.383,11.9,0.551,0.713,0.628
2021/8/11 23:00,0.699,0.557,1.701,1.365,11.9,0.589,0.736,0.651
2021/8/12 0:00,0.676,0.575,1.704,1.367,11.9,0.606,0.706,0.643
2021/8/12 1:00,0.543,0.609,1.779,1.376,11.9,0.637,0.644,0.531
2021/8/12 2:00,0.627,0.602,1.782,1.378,11.9,0.631,0.645,0.523
2021/8/12 3:00,0.632,0.593,2.004,1.372,11.9,0.616,0.653,0.533
2021/8/12 4:00,0.535,0.543,1.538,1.372,11.9,0.568,0.631,0.642
2021/8/12 5:00,0.666,0.63,1.571,1.381,11.9,0.66,0.693,0.677
2021/8/12 6:00,0.575,0.603,1.893,1.394,11.9,0.631,0.619,0.662
2021/8/12 7:00,0.536,0.583,1.884,1.383,11.9,0.603,0.666,0.667
2021/8/12 8:00,0.575,0.494,1.698,1.377,11.9,0.516,0.676,0.625
2021/8/12 9:00,0.463,0.514,1.945,1.369,15.397,0.546,0.613,0.64
2021/8/12 10:00,0.445,0.513,1.606,1.38,20.678,0.531,0.574,0.635
2021/8/12 11:00,0.412,0.414,1.773,1.377,20.599,0.436,0.582,0.529
2021/8/12 12:00,0.488,0.391,1.716,1.389,20.563,0.414,0.736,0.532
2021/8/12 13:00,0.568,0.363,1.84,1.402,20.432,0.383,0.721,0.477
2021/8/12 14:00,0.558,0.377,2.2,1.399,20.39,0.4,0.704,0.487
2021/8/12 15:00,0.626,0.54,2.043,1.372,20.3,0.569,0.64,0.629
2021/8/12 16:00,0.582,0.518,1.815,1.393,20.296,0.535,0.644,0.624
2021/8/12 17:00,0.541,0.493,1.595,1.384,20.304,0.515,0.613,0.585
2021/8/12 18:00,0.593,0.598,1.743,1.393,20.394,0.62,0.62,0.635
2021/8/12 19:00,0.563,0.597,1.623,1.392,20.309,0.624,0.622,0.669
2021/8/12 20:00,0.424,0.517,1.654,1.395,20.289,0.535,0.518,0.579
2021/8/12 21:00,0.451,0.466,1.778,1.374,20.302,0.491,0.633,0.568
2021/8/12 22:00,0.554,0.637,1.82,1.397,20.39,0.666,0.697,0.642
2021/8/12 23:00,0.539,0.666,1.506,1.4,20.323,0.687,0.611,0.659
2021/8/13 0:00,0.466,0.589,1.857,1.375,20.299,0.614,0.611,0.604
2021/8/13 1:00,0.438,0.619,1.898,1.391,20.302,0.639,0.583,0.699
2021/8/13 2:00,0.578,0.6,1.711,1.381,20.387,0.628,0.648,0.649
2021/8/13 3:00,0.591,0.649,1.823,1.392,20.396,0.674,0.62,0.651
2021/8/13 4:00,0.549,0.635,1.899,1.379,20.33,0.66,0.519,0.64
2021/8/13 5:00,0.519,0.653,1.752,1.392,20.3,0.685,0.426,0.62
2021/8/13 6:00,0.574,0.633,1.938,1.375,20.308,0.652,0.512,0.671
2021/8/13 7:00,0.607,0.641,1.823,1.399,20.396,0.677,0.498,0.623
2021/8/13 8:00,0.51,0.654,2.016,1.395,20.386,0.676,0.505,0.626
2021/8/13 9:00,0.552,0.604,1.722,1.387,20.316,0.628,0.573,0.636
2021/8/13 10:00,0.57,0.485,1.554,1.402,20.435,0.505,0.52,0.586
2021/8/13 11:00,0.561,0.484,1.686,1.404,20.565,0.508,0.662,0.557
2021/8/13 12:00,0.547,0.461,1.681,1.404,20.592,0.484,0.667,0.531
2021/8/13 13:00,0.539,0.449,1.891,1.397,20.584,0.47,0.643,0.516
2021/8/13 14:00,0.477,0.437,1.643,1.403,20.694,0.457,0.505,0.533
2021/8/13 15:00,0.499,0.501,1.771,1.383,20.483,0.538,0.431,0.562
2021/8/13 16:00,0.554,0.581,1.918,1.376,20.4,0.601,0.603,0.559
2021/8/13 17:00,0.457,0.595,1.503,1.364,20.4,0.615,0.573,0.552
2021/8/13 18:00,0.527,0.626,1.749,1.399,20.347,0.662,0.52,0.614
2021/8/13 19:00,0.466,0.601,1.651,1.378,20.3,0.621,0.686,0.586
2021/8/13 20:00,0.485,0.612,1.745,1.377,20.326,0.644,0.653,0.625
2021/8/13 21:00,0.543,0.657,1.734,1.389,20.301,0.682,0.642,0.6
2021/8/13 22:00,0.441,0.624,1.755,1.399,20.206,0.649,0.647,0.618
2021/8/13 23:00,0.447,0.613,1.719,1.384,20.26,0.645,0.707,0.669
2021/8/14 0:00,0.437,0.596,1.787,1.382,20.271,0.62,0.589,0.558
2021/8/14 1:00,0.495,0.635,1.594,1.374,20.154,0.66,0.57,0.554
2021/8/14 2:00,0.525,0.639,1.645,1.394,20.1,0.67,0.542,0.597
2021/8/14 3:00,0.417,0.605,1.866,1.376,20.103,0.628,0.552,0.58
2021/8/14 4:00,0.477,0.605,1.882,1.366,20.205,0.632,0.625,0.613
2021/8/14 5:00,0.477,0.606,1.783,1.387,20.273,0.638,0.606,0.591
2021/8/14 6:00,0.458,0.657,1.56,1.402,20.159,0.686,0.52,0.581
2021/8/14 7:00,0.437,0.673,2.031,1.383,20.066,0.7,0.594,0.594
2021/8/14 8:00,0.46,0.577,1.844,1.372,20.094,0.597,0.526,0.526
2021/8/14 9:00,0.638,0.629,1.789,1.376,20.1,0.664,0.512,0.6
2021/8/14 10:00,0.569,0.584,1.885,1.389,20.104,0.594,0.455,0.524
2021/8/14 11:00,0.57,0.51,1.873,1.41,20.197,0.532,0.377,0.553
2021/8/14 12:00,0.56,0.522,1.661,1.413,20.142,0.549,0.628,0.557
2021/8/14 13:00,0.616,0.503,1.973,1.381,20.048,0.523,0.336,0.546
2021/8/14 14:00,0.547,0.495,2.05,1.381,19.996,0.523,0.365,0.527
2021/8/14 15:00,0.506,0.623,2.014,1.368,19.916,0.642,0.562,0.543
2021/8/14 16:00,0.526,0.578,1.851,1.386,19.805,0.603,0.566,0.532
2021/8/14 17:00,0.47,0.575,1.992,1.379,19.673,0.589,0.47,0.503
2021/8/14 18:00,0.427,0.615,1.792,1.371,19.6,0.633,0.431,0.556
2021/8/14 19:00,0.38,0.452,1.806,1.376,19.614,0.47,0.394,0.601
2021/8/14 20:00,0.374,0.41,2.032,1.383,19.62,0.431,0.401,0.577
2021/8/14 21:00,0.351,0.457,2.031,1.367,19.684,0.483,0.383,0.613
2021/8/14 22:00,0.412,0.587,1.938,1.371,19.786,0.615,0.47,0.466
2021/8/14 23:00,0.42,0.626,1.787,1.386,19.766,0.653,0.444,0.528
2021/8/15 0:00,0.302,0.546,1.834,1.386,19.718,0.558,0.494,0.494
2021/8/15 1:00,0.294,0.422,1.859,1.379,19.796,0.45,0.477,0.477
2021/8/15 2:00,0.4,0.568,1.834,1.375,19.811,0.599,0.525,0.525
2021/8/15 3:00,0.429,0.62,1.597,1.371,19.867,0.638,0.559,0.559
2021/8/15 4:00,0.438,0.673,1.751,1.383,19.805,0.694,0.597,0.597
2021/8/15 5:00,0.412,0.643,1.985,1.386,19.8,0.671,0.499,0.499
2021/8/15 6:00,0.424,0.691,1.806,1.378,19.8,0.719,0.455,0.455
2021/8/15 7:00,0.351,0.586,1.61,1.374,19.8,0.606,0.599,0.599
2021/8/15 8:00,0.445,0.569,1.819,1.385,19.857,0.594,0.601,0.601
2021/8/15 9:00,0.468,0.65,1.912,1.381,19.9,0.669,0.617,0.617
2021/8/15 10:00,0.396,0.584,1.814,1.379,19.902,0.595,0.497,0.497
2021/8/15 11:00,0.379,0.51,1.747,1.389,19.975,0.533,0.471,0.471
2021/8/15 12:00,0.399,0.525,1.841,1.388,19.908,0.544,0.512,0.512
2021/8/15 13:00,0.407,0.513,1.976,1.391,19.86,0.531,0.492,0.492
2021/8/15 14:00,0.418,0.459,2.198,1.382,19.729,0.477,0.481,0.481
2021/8/15 15:00,0.44,0.472,1.942,1.371,19.706,0.499,0.533,0.533
2021/8/15 16:00,0.44,0.631,2.123,1.387,19.632,0.659,0.672,0.672
2021/8/15 17:00,0.488,0.619,1.693,1.382,19.599,0.633,0.596,0.596
2021/8/15 18:00,0.435,0.456,1.724,1.376,19.6,0.469,0.647,0.647
2021/8/15 19:00,0.425,0.442,1.736,1.371,19.6,0.461,0.622,0.622
2021/8/15 20:00,0.443,0.504,1.821,1.365,19.6,0.529,0.613,0.613
2021/8/15 21:00,0.412,0.461,1.564,1.36,19.648,0.481,0.556,0.556
2021/8/15 22:00,0.469,0.478,1.813,1.364,19.7,0.504,0.549,0.549
2021/8/15 23:00,0.426,0.434,1.556,1.358,19.755,0.454,0.567,0.567
2021/8/16 0:00,0.441,0.476,1.928,1.368,19.801,0.492,0.596,0.653
2021/8/16 1:00,0.472,0.372,1.507,1.382,19.803,0.393,0.624,0.541
2021/8/16 2:00,0.431,0.528,1.828,1.39,19.788,0.556,0.563,0.599
2021/8/16 3:00,0.381,0.508,2.173,1.395,19.641,0.524,0.589,0.548
2021/8/16 4:00,0.354,0.43,1.924,1.384,19.608,0.458,0.608,0.498
2021/8/16 5:00,0.349,0.514,2,1.373,19.6,0.537,0.444,0.622
2021/8/16 6:00,0.451,0.481,1.782,1.376,19.65,0.503,0.591,0.593
2021/8/16 7:00,0.548,0.537,2.009,1.383,19.77,0.565,0.607,0.582
2021/8/16 8:00,0.454,0.59,1.654,1.391,19.754,0.604,0.535,0.645
2021/8/16 9:00,0.421,0.558,2.142,1.394,19.615,0.578,0.54,0.519
2021/8/16 10:00,0.413,0.422,1.665,1.397,19.69,0.433,0.606,0.527
2021/8/16 11:00,0.44,0.416,1.626,1.388,19.798,0.433,0.556,0.556
2021/8/16 12:00,0.481,0.406,1.835,1.384,19.8,0.423,0.581,0.599
2021/8/16 13:00,0.45,0.395,1.873,1.368,19.797,0.413,0.52,0.516
2021/8/16 14:00,0.34,0.375,1.771,1.372,19.686,0.393,0.564,0.584
2021/8/16 15:00,0.552,0.432,1.825,1.375,19.684,0.458,0.53,0.563
2021/8/16 16:00,0.519,0.537,2.078,1.369,19.689,0.549,0.522,0.56
2021/8/16 17:00,0.567,0.527,1.959,1.384,19.876,0.551,0.665,0.548
2021/8/16 18:00,0.571,0.576,1.98,1.385,19.772,0.593,0.619,0.542
2021/8/16 19:00,0.423,0.617,1.714,1.374,19.617,0.643,0.603,0.644
2021/8/16 20:00,0.348,0.481,1.71,1.386,19.612,0.49,0.629,0.585
2021/8/16 21:00,0.351,0.417,1.762,1.37,19.723,0.44,0.619,0.587
2021/8/16 22:00,0.464,0.436,1.821,1.372,19.828,0.455,0.604,0.53
2021/8/16 23:00,0.461,0.476,1.708,1.381,19.916,0.501,0.589,0.575
2021/8/17 0:00,0.485,0.551,1.952,1.383,19.913,0.575,0.607,0.643
2021/8/17 1:00,0.507,0.526,1.645,1.388,19.817,0.542,0.456,0.615
2021/8/17 2:00,0.38,0.411,1.733,1.398,19.8,0.419,0.552,0.557
2021/8/17 3:00,0.401,0.417,1.948,1.374,19.8,0.442,0.504,0.619
2021/8/17 4:00,0.467,0.447,1.884,1.378,19.872,0.47,0.575,0.553
2021/8/17 5:00,0.513,0.579,1.632,1.374,19.943,0.604,0.624,0.514
2021/8/17 6:00,0.508,0.591,1.75,1.39,19.797,0.613,0.492,0.533
2021/8/17 7:00,0.406,0.51,1.99,1.38,19.785,0.521,0.564,0.555
2021/8/17 8:00,0.377,0.414,1.618,1.375,19.843,0.44,0.596,0.526
2021/8/17 9:00,0.379,0.46,1.781,1.378,19.917,0.47,0.635,0.603
2021/8/17 10:00,0.344,0.345,1.892,1.384,19.999,0.36,0.536,0.534
2021/8/17 11:00,0.301,0.338,1.902,1.392,20.006,0.357,0.377,0.547
2021/8/17 12:00,0.39,0.332,1.782,1.393,20.001,0.345,0.461,0.55
2021/8/17 13:00,0.329,0.323,1.823,1.365,19.999,0.339,0.385,0.548
2021/8/17 14:00,0.352,0.346,1.896,1.378,20,0.365,0.409,0.539
2021/8/17 15:00,0.405,0.408,1.758,1.36,19.998,0.424,0.501,0.529
2021/8/17 16:00,0.44,0.423,1.532,1.346,19.903,0.442,0.582,0.498
2021/8/17 17:00,0.502,0.54,1.645,1.359,19.793,0.56,0.636,0.642
2021/8/17 18:00,0.436,0.468,1.937,1.364,19.7,0.48,0.59,0.597
2021/8/17 19:00,0.421,0.444,1.728,1.356,19.733,0.466,0.608,0.601
2021/8/17 20:00,0.378,0.371,1.76,1.362,19.846,0.382,0.564,0.496
2021/8/17 21:00,0.427,0.375,1.59,1.359,19.855,0.394,0.492,0.517
2021/8/17 22:00,0.481,0.495,1.711,1.36,19.885,0.531,0.524,0.595
2021/8/17 23:00,0.501,0.536,1.837,1.39,19.825,0.546,0.446,0.603
2021/8/18 0:00,0.482,0.542,1.642,1.364,19.801,0.566,0.55,0.656
2021/8/18 1:00,0.382,0.437,1.784,1.387,19.925,0.452,0.601,0.546
2021/8/18 2:00,0.492,0.59,1.801,1.359,20.08,0.624,0.465,0.62
2021/8/18 3:00,0.407,0.597,1.727,1.374,20.02,0.608,0.479,0.594
2021/8/18 4:00,0.333,0.411,1.654,1.377,20,0.429,0.551,0.5
2021/8/18 5:00,0.474,0.422,1.962,1.356,20.057,0.449,0.616,0.582
2021/8/18 6:00,0.44,0.468,1.8,1.363,20.098,0.481,0.661,0.633
2021/8/18 7:00,0.39,0.364,1.744,1.361,20.1,0.379,0.614,0.509
2021/8/18 8:00,0.467,0.528,1.719,1.359,20.101,0.564,0.589,0.557
2021/8/18 9:00,0.517,0.631,1.723,1.358,20.043,0.651,0.575,0.584
